City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
352,el dorado,38.7666,-120.5177,54.68,48,0,4.52,US,clear sky
353,fortaleza,-3.7227,-38.5247,87.93,56,20,23.02,BR,few clouds
354,boyolangu,-8.1181,111.8935,74.21,89,42,3.53,ID,scattered clouds
355,goz beida,13.95,20.55,89.82,26,7,3.51,TD,clear sky
356,harper,4.375,-7.7169,79.47,82,39,8.46,LR,scattered clouds
357,ballina,-28.8667,153.5667,54.79,76,93,4.81,AU,overcast clouds
358,lauro muller,-28.3928,-49.3967,73.8,75,100,2.01,BR,moderate rain
359,bei'an,24.5399,109.533,70.38,71,72,4.16,CN,broken clouds
360,shenjiamen,29.9576,122.298,66.54,60,7,6.46,CN,clear sky
361,ulanhot,46.0833,122.0833,39.27,43,97,8.23,CN,overcast clouds
362,conceicao da barra,-18.5933,-39.7322,84.13,62,82,11.25,BR,broken clouds
363,jabat,7.75,168.9751,82.81,78,88,14.83,MH,moderate rain
364,wailua homesteads,22.0669,-159.378,70.23,77,0,9.22,US,clear sky
365,novoagansk,61.9449,76.6625,11.34,91,41,6.78,RU,scattered clouds
366,zheshart,62.0731,49.5733,24.21,82,99,9.37,RU,overcast clouds
367,la sarre,48.8002,-79.1996,31.19,68,100,13.2,CA,overcast clouds
368,guerrero negro,27.9769,-114.0611,70.48,60,0,16.04,MX,clear sky
369,sitia,35.2,26.0986,74.98,82,9,4.41,GR,clear sky
370,colon,9.3592,-79.9014,79.92,84,70,5.01,PA,light rain
371,mckinleyville,40.9465,-124.1006,50.85,84,0,0.0,US,clear sky
372,farafangana,-22.8167,47.8333,75.31,87,78,12.15,MG,light rain
373,manokwari,-0.8667,134.0833,77.9,83,100,3.87,ID,overcast clouds
374,port lincoln,-34.7333,135.8667,49.66,77,22,3.44,AU,few clouds
375,novo aripuana,-5.1206,-60.3797,105.15,21,55,4.23,BR,broken clouds
376,as sulayyil,20.4607,45.5779,82.65,42,100,9.4,SA,overcast clouds
377,batouri,4.4333,14.3667,70.81,93,16,2.1,CM,few clouds
378,cananeia,-25.0147,-47.9267,77.67,86,93,8.23,BR,light rain
379,mahanje,-9.9333,35.3333,76.37,42,81,5.23,TZ,broken clouds
380,archangelos,36.2149,28.1149,72.3,81,93,2.59,GR,overcast clouds
381,el salto,20.3333,-104.5,76.5,60,57,2.55,MX,light rain
382,luganville,-15.5333,167.1667,74.98,86,66,6.29,VU,broken clouds
383,ambon,-3.6954,128.1814,77.88,95,20,5.75,ID,few clouds
384,sao miguel do araguaia,-13.275,-50.1628,97.93,28,44,5.14,BR,scattered clouds
385,mogadishu,2.0371,45.3438,81.32,79,74,11.97,SO,broken clouds
386,monrovia,6.3005,-10.7969,82.17,82,60,6.2,LR,light rain
387,raduzhny,62.0961,77.475,12.83,91,75,7.99,RU,broken clouds
388,susanville,40.4163,-120.653,37.81,52,0,4.61,US,clear sky
389,yuzhno-kurilsk,44.0306,145.8556,52.38,87,99,7.14,RU,overcast clouds
390,auterive,43.351,1.478,63.9,65,18,15.19,FR,few clouds
391,castillos,-34.1667,-53.8333,73.8,67,51,7.07,UY,broken clouds
392,okha,53.5739,142.9478,33.62,96,96,10.13,RU,light snow
393,selfoss,63.9331,-20.9971,41.04,70,98,7.0,IS,overcast clouds
394,puerto deseado,-47.7503,-65.8938,58.46,44,86,30.58,AR,overcast clouds
395,peace river,56.2501,-117.286,32.31,69,75,14.97,CA,broken clouds
396,rabo de peixe,37.8,-25.5833,66.97,99,20,12.66,PT,few clouds
397,baie-comeau,49.2168,-68.1489,53.28,76,100,14.97,CA,overcast clouds
398,kailua-kona,19.6406,-155.9956,81.59,75,20,8.01,US,few clouds
399,mountain home,43.133,-115.6912,35.42,64,0,17.27,US,clear sky
400,nova lima,-19.9856,-43.8467,85.3,66,100,5.93,BR,overcast clouds
401,warrnambool,-38.3833,142.4833,43.43,87,69,7.52,AU,broken clouds
402,abadan,30.3392,48.3043,73.35,35,0,4.61,IR,clear sky
403,sengiley,53.9622,48.7944,33.87,99,100,13.82,RU,snow
404,marialva,-23.485,-51.7917,78.49,75,94,10.69,BR,overcast clouds
405,sola,-13.8833,167.55,78.91,79,59,5.61,VU,broken clouds
406,bikenibeu village,1.3673,173.1241,80.56,89,20,2.3,KI,few clouds
407,severo-yeniseyskiy,60.3725,93.0408,15.58,81,100,15.99,RU,overcast clouds
408,atar,20.5169,-13.0499,96.06,11,0,7.85,MR,clear sky
409,chernyshevskiy,63.0128,112.4714,18.68,86,80,11.1,RU,light snow
410,adam,22.3756,57.5233,83.19,43,96,2.57,OM,overcast clouds
411,shebekino,50.4097,36.9136,47.62,80,100,29.57,RU,overcast clouds
412,douz,33.4663,9.0203,79.29,29,85,6.38,TN,overcast clouds
413,iquique,-20.2208,-70.1431,69.84,69,78,7.4,CL,broken clouds
414,vernon,50.2581,-119.2691,34.61,59,3,4.61,CA,clear sky
415,thaba-tseka,-29.522,28.6084,46.96,78,33,11.54,LS,scattered clouds
416,laojunmiao,39.8333,97.7333,43.61,36,57,0.76,CN,broken clouds
417,chanderi,24.7167,78.1333,70.47,34,84,1.28,IN,broken clouds
418,callao,-12.0667,-77.15,75.49,57,40,13.8,PE,scattered clouds
419,urangan,-25.3,152.9,67.44,65,2,17.38,AU,clear sky
420,dubbo,-32.25,148.6167,50.13,71,21,8.05,AU,few clouds
421,coahuayana de hidalgo,18.7,-103.6583,87.22,66,93,2.57,MX,overcast clouds
422,yankton,42.8711,-97.3973,25.12,86,100,11.5,US,snow
423,paya,18.25,-70.3,90.25,56,18,7.02,DO,few clouds
424,dunedin,-45.8742,170.5036,46.8,71,49,4.05,NZ,scattered clouds
425,porto novo,6.4965,2.6036,82.96,71,18,7.14,BJ,few clouds
426,okotoks,50.7289,-113.9828,28.53,79,99,7.31,CA,overcast clouds
427,rongelap,11.1635,166.8941,83.03,77,58,13.06,MH,broken clouds
428,manicore,-5.8092,-61.3003,103.03,23,99,5.41,BR,overcast clouds
429,traralgon,-38.1833,146.5333,45.19,96,100,1.21,AU,overcast clouds
430,lodja,-3.4833,23.4333,72.0,90,57,0.45,CD,broken clouds
431,san matias,-16.3667,-58.4,103.84,25,86,12.64,BO,overcast clouds
432,tazacorte,28.629,-17.9293,75.15,86,40,5.01,ES,scattered clouds
433,khandyga,62.6667,135.6,5.02,93,84,3.74,RU,broken clouds
434,alik ghund,30.4896,67.5226,51.3,55,75,1.12,PK,broken clouds
435,naifaru,5.4444,73.3657,82.49,77,43,8.32,MV,scattered clouds
436,sao joao da barra,-21.6403,-41.0511,82.49,85,100,9.91,BR,overcast clouds
437,kaa-khem,51.6833,94.7333,25.41,39,2,4.52,RU,clear sky
438,prokop'yevsk,53.9059,86.719,20.77,73,61,3.56,RU,broken clouds
439,allapalli,19.4167,80.0667,66.33,67,3,2.39,IN,clear sky
440,neiafu,-18.65,-173.9833,75.88,83,75,11.5,TO,broken clouds
441,road town,18.4167,-64.6167,84.29,79,75,13.8,VG,light rain
442,weno,7.4515,151.8468,80.55,94,100,0.0,FM,overcast clouds
443,kasongo-lunda,-6.4667,16.8167,73.33,92,94,0.87,CD,overcast clouds
444,reyes,-14.3167,-67.3833,95.83,39,99,9.48,BO,overcast clouds
445,lautoka,-17.6167,177.4667,73.26,88,20,0.0,FJ,few clouds
446,galle,6.0367,80.217,78.17,86,97,4.0,LK,moderate rain
447,yulinshi,38.2906,109.7494,56.08,48,6,3.4,CN,clear sky
448,flying fish cove,-10.4217,105.6791,78.48,83,75,9.22,CX,broken clouds
449,arrifes,37.7667,-25.7,65.91,72,20,12.66,PT,few clouds
450,nantucket,41.2835,-70.0995,75.34,73,0,13.8,US,clear sky
451,margate,51.3813,1.3862,56.3,85,81,8.99,GB,light rain
452,cidreira,-30.1811,-50.2056,74.62,73,100,11.88,BR,overcast clouds
453,nova vicosa,-17.8919,-39.3719,80.76,73,100,12.15,BR,overcast clouds
454,tataouine,32.9297,10.4518,74.97,36,51,6.06,TN,broken clouds
455,natal,-5.795,-35.2094,88.02,55,40,19.57,BR,scattered clouds
456,ago-are,8.5,3.4167,81.91,61,73,3.62,NG,broken clouds
457,touros,-5.1989,-35.4608,84.34,60,17,17.87,BR,few clouds
458,farmington,36.7281,-108.2187,64.24,65,75,3.44,US,broken clouds
459,adjumani,3.3779,31.7909,67.82,97,76,2.3,UG,broken clouds
460,kenai,60.5544,-151.2583,35.15,97,100,5.75,US,overcast clouds
461,al kharijah,25.4514,30.5464,82.89,31,0,10.42,EG,clear sky
462,sao vicente,-23.9631,-46.3919,90.27,62,100,9.22,BR,light rain
463,puerto baquerizo moreno,-0.9,-89.6,79.79,74,75,13.8,EC,broken clouds
464,baoro,5.6667,15.9667,71.94,84,37,4.83,CF,scattered clouds
465,burgas,42.5061,27.4678,69.91,78,92,8.05,BG,overcast clouds
466,belel,7.05,14.4333,66.27,69,26,3.31,CM,scattered clouds
467,luanda,-8.8368,13.2343,80.6,78,40,13.8,AO,scattered clouds
468,san felipe,10.3399,-68.7425,84.9,72,83,2.64,VE,broken clouds
469,whakatane,-37.9585,176.9854,44.51,91,99,5.01,NZ,overcast clouds
470,novoishimskiy,53.1981,66.7694,30.69,97,100,12.21,KZ,light snow
471,gisborne,-38.6533,178.0042,49.37,69,78,4.59,NZ,broken clouds
472,suining,30.508,105.5733,64.0,77,100,1.81,CN,overcast clouds
473,trincomalee,8.5711,81.2335,77.32,85,100,0.92,LK,light rain
474,civril,38.3014,29.7386,63.01,54,12,1.66,TR,few clouds
475,cururupu,-1.8283,-44.8683,89.85,52,28,8.66,BR,scattered clouds
476,nayoro,44.3506,142.4578,44.71,94,100,2.64,JP,overcast clouds
477,trairi,-3.2778,-39.2689,86.04,52,6,18.01,BR,clear sky
478,brookings,44.3114,-96.7984,27.12,83,75,6.91,US,broken clouds
479,santa maria,-29.6842,-53.8069,73.69,88,100,8.03,BR,light rain
480,rio grande,-32.035,-52.0986,80.71,86,90,8.75,BR,overcast clouds
481,faya-largeau,17.9257,19.1043,87.57,14,79,11.65,TD,broken clouds
482,peniche,39.3558,-9.3811,68.29,86,90,23.06,PT,overcast clouds
483,alice springs,-23.7,133.8833,54.95,13,61,5.75,AU,broken clouds
484,zuyevka,58.405,51.1335,25.83,78,93,11.43,RU,overcast clouds
485,pokhara,28.2333,83.9833,61.99,70,84,5.48,NP,broken clouds
486,demre,36.2537,29.9777,68.18,78,98,1.81,TR,overcast clouds
487,masterton,-40.9597,175.6575,42.94,63,70,2.06,NZ,broken clouds
488,bataipora,-22.2953,-53.2711,90.91,46,89,10.96,BR,overcast clouds
489,pazardzhik,42.2,24.3333,67.64,49,90,4.7,BG,overcast clouds
490,voranava,54.1483,25.3131,35.92,88,100,6.26,BY,overcast clouds
491,vizinga,61.0749,50.1031,25.27,69,100,8.88,RU,overcast clouds
492,goundam,16.4145,-3.6708,95.29,8,10,5.5,ML,clear sky
493,tasqala,51.1167,50.3167,46.83,98,100,11.32,KZ,light rain
494,portland,45.5234,-122.6762,47.88,58,0,10.0,US,clear sky
495,galliano,29.4422,-90.2992,84.2,45,40,6.91,US,scattered clouds
496,port pirie,-33.1833,138.0167,54.28,78,84,6.15,AU,broken clouds
497,kisangani,0.5167,25.2,76.42,72,79,1.79,CD,broken clouds
498,mermoz boabab,14.7065,-17.4758,88.36,66,0,9.22,SN,clear sky
499,chibougamau,49.9168,-74.3659,33.42,86,75,11.5,CA,light snow
500,kruisfontein,-34.0033,24.7314,52.45,69,99,16.67,ZA,light rain
501,nicoya,10.1483,-85.452,81.54,80,99,2.75,CR,overcast clouds
502,labuan bajo,-8.4964,119.8877,81.36,72,63,1.97,ID,broken clouds
503,strelka,58.0728,93.0344,23.52,73,100,7.47,RU,overcast clouds
504,taro,-8.3862,115.28,71.6,96,72,4.25,ID,broken clouds
505,saldanha,-33.0117,17.9442,60.85,64,0,30.09,ZA,clear sky
506,yangon,16.8053,96.1561,80.56,94,40,4.61,MM,scattered clouds
507,kupjansk,49.7209,37.5998,53.02,68,89,30.36,UA,overcast clouds
508,rouissat,31.9243,5.3502,87.87,12,40,4.61,DZ,scattered clouds
509,ketchikan,55.3422,-131.6461,35.58,86,0,3.44,US,clear sky
510,malpica,43.3228,-8.8105,61.34,75,100,32.19,ES,overcast clouds
511,sisimiut,66.9395,-53.6735,24.4,78,82,10.54,GL,broken clouds
512,gizo,-8.103,156.8419,80.82,81,87,9.66,SB,light rain
513,revda,56.801,59.9303,24.85,94,100,10.54,RU,light snow
514,mora,11.0461,14.1401,85.42,27,11,4.38,CM,few clouds
515,chelak,39.9203,66.8611,61.56,38,100,4.05,UZ,overcast clouds
516,juneau,58.3019,-134.4197,37.09,97,75,0.0,US,broken clouds
517,layyah,30.9613,70.939,78.6,28,66,5.55,PK,broken clouds
518,vanersborg,58.3807,12.3234,36.77,80,100,9.22,SE,overcast clouds
519,kuqa,41.7278,82.9364,55.56,34,2,3.89,CN,clear sky
520,st. john's,47.5649,-52.7093,58.55,98,100,14.97,CA,mist
521,vicosa,-20.7539,-42.8819,80.85,66,100,11.72,BR,overcast clouds
522,tofol,5.3248,163.0078,83.12,72,51,6.96,FM,broken clouds
523,kununurra,-15.7667,128.7333,66.18,63,72,0.0,AU,broken clouds
524,knyaze-volkonskoye,48.4642,135.4567,35.01,44,14,3.0,RU,few clouds
525,takoradi,4.8845,-1.7554,79.59,80,18,6.24,GH,few clouds
526,cole harbour,44.6724,-63.4751,72.79,73,7,11.5,CA,clear sky
527,kurumkan,54.3,110.3,28.13,73,20,8.99,RU,few clouds
528,abu al matamir,30.9102,30.1744,77.49,70,2,7.11,EG,clear sky
529,isabela,6.7085,121.9711,82.18,74,67,4.29,PH,broken clouds
530,al jahra',29.3375,47.6581,81.63,25,66,6.06,KW,broken clouds
531,angaur state,6.906,134.13,82.56,73,100,4.94,PW,overcast clouds
532,inarajan village,13.2736,144.7484,83.37,95,98,12.57,GU,overcast clouds
533,aral,40.5156,81.2636,58.46,25,1,4.45,CN,clear sky
534,port blair,11.6667,92.75,77.04,100,40,2.3,IN,mist
535,lagos,6.5833,3.75,86.32,81,20,3.96,NG,few clouds
536,carutapera,-1.195,-46.02,88.61,59,12,13.67,BR,few clouds
537,santa elena de uairen,4.6167,-61.1333,85.53,41,90,8.46,VE,overcast clouds
538,dzuunharaa,48.8523,106.4579,24.84,69,39,7.85,MN,scattered clouds
539,conde,-7.2597,-34.9075,83.66,65,75,14.97,BR,broken clouds
540,chakari,-18.0629,29.8925,84.13,14,1,4.47,ZW,clear sky
541,zaozersk,69.4005,32.4476,21.33,93,100,2.71,RU,overcast clouds
542,kone,-21.0595,164.8658,68.94,85,61,7.85,NC,broken clouds
543,labrador city,52.9463,-66.9114,39.11,87,75,17.27,CA,broken clouds
544,akureyri,65.6835,-18.0878,35.53,75,0,0.0,IS,clear sky
545,uliastay,47.7417,96.8444,28.26,41,21,0.83,MN,few clouds
546,ar rutbah,33.0381,40.2848,76.91,26,94,10.2,IQ,overcast clouds
547,selibaby,15.159,-12.1829,98.08,20,21,2.24,MR,few clouds
548,constantia,44.1833,28.65,65.08,34,65,3.18,RO,broken clouds
549,altay,47.8667,88.1167,28.6,41,67,7.67,CN,broken clouds
550,nikolayevsk-on-amure,53.1406,140.73,28.38,80,73,4.97,RU,broken clouds
551,itoman,26.1247,127.6694,71.62,64,3,3.44,JP,clear sky
552,sogndal,61.2283,7.1003,32.38,68,9,5.75,NO,clear sky
553,broken hill,-31.95,141.4333,65.37,16,38,7.65,AU,scattered clouds
554,callaway,30.153,-85.5699,83.98,54,0,8.05,US,clear sky
555,vikulovo,56.8167,70.6107,11.28,96,17,4.72,RU,few clouds
556,markala,13.7021,-6.0659,94.05,21,51,4.81,ML,broken clouds
557,kolyshley,52.7005,44.5367,48.79,98,100,13.18,RU,overcast clouds
558,iron river,46.0927,-88.6423,38.55,58,95,7.18,US,overcast clouds
559,naze,28.3667,129.4833,65.32,56,25,15.88,JP,scattered clouds
560,kapa'a,22.0752,-159.319,71.58,77,0,9.22,US,clear sky
561,rafraf,37.1904,10.1837,71.91,69,52,4.45,TN,broken clouds
562,boyalik,41.2634,28.6314,70.77,78,2,9.1,TR,light rain
563,lalmohan,22.3384,90.7419,75.99,69,5,7.9,BD,clear sky
564,paita,-5.0892,-81.1144,66.7,93,85,17.85,PE,overcast clouds
565,an nuhud,12.7,28.4333,87.04,33,91,10.71,SD,overcast clouds
566,al hasakah,36.5024,40.7477,78.03,34,2,4.61,SY,clear sky
567,madera,37.1666,-119.8343,64.45,39,32,3.76,US,scattered clouds
568,kourou,5.1552,-52.6478,93.25,62,51,12.24,GF,broken clouds
569,freetown,8.484,-13.2299,80.31,89,75,5.75,SL,light rain
570,port douglas,-16.4833,145.4667,74.07,74,72,11.72,AU,broken clouds
571,lufilufi,-13.8745,-171.5986,74.98,84,79,17.52,WS,light rain
572,nuku'alofa,-21.1333,-175.2,71.94,83,75,13.8,TO,broken clouds
573,elk city,35.412,-99.4043,43.02,87,100,9.22,US,overcast clouds
574,san rafael del sur,11.8485,-86.4384,86.97,84,99,7.2,NI,overcast clouds
575,kerikeri,-35.2268,173.9474,54.91,90,100,3.0,NZ,moderate rain
576,san luis,-33.295,-66.3356,84.65,27,35,19.06,AR,scattered clouds
577,borogontsy,62.6683,131.1683,17.71,90,99,9.66,RU,overcast clouds
578,viedma,-40.8135,-62.9967,80.78,15,100,28.83,AR,overcast clouds
579,dalby,-27.1833,151.2667,53.73,77,0,7.54,AU,clear sky
580,al hazm,16.1641,44.7769,78.46,41,96,1.41,YE,overcast clouds
